EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag,TenureRatio,JobHoppingIndex,SatisfactionScore,IncomeToLevelRatio,PromotionStagnation,ManagerStability,IsFrequentTraveler,HasNoStockOptions,IsEarlyCareer,LongCommute,AgeGroup
94,34,Male,Single,Research & Development,Marketing,5,Travel_Frequently,8,Sales Executive,3,3,3,4,4,3,3,4,16,4,1,1,2,1,1,Yes,23,9152,1326,46,15182,No,0,0.25,0.25,3.5,0.8901055721374911,0.25,0.5,1,0,0,0,26-35
95,56,Male,Married,Human Resources,Other,4,Travel_Rarely,3,Research Scientist,1,3,3,1,4,3,4,3,33,14,11,6,1,2,0,No,15,7459,216,78,14906,No,0,0.42424242424242425,0.09090909090909091,2.75,1.3180175769726288,0.42857142857142855,0.07142857142857142,0,1,0,0,56-60
96,30,Female,Single,Research & Development,Medical,2,Travel_Frequently,12,Laboratory Technician,2,4,2,1,2,3,3,3,9,4,3,1,3,4,0,No,19,7591,1434,60,8486,No,0,0.4444444444444444,0.3333333333333333,2.0,0.9396453498642457,0.25,0.75,1,1,0,0,26-35
97,28,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,14,Human Resources,1,4,3,2,1,1,3,2,9,8,4,0,1,0,1,No,24,4701,1390,92,9203,Yes,1,0.8888888888888888,0.2222222222222222,1.75,0.8306744375048033,0.0,0.125,0,0,0,0,26-35
98,47,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,29,Sales Executive,3,3,3,3,2,4,3,2,26,23,18,1,17,1,2,No,21,10078,911,38,15894,No,0,0.8846153846153846,0.07692307692307693,3.0,0.9801665161715073,0.043478260869565216,0.7391304347826086,0,0,0,1,46-55
99,45,Male,Single,Sales,Marketing,5,Travel_Rarely,20,Research Scientist,3,2,3,2,2,4,4,7,24,23,6,3,3,6,1,No,20,9959,1436,96,2543,No,0,0.9583333333333334,0.2916666666666667,2.75,0.968592809540786,0.13043478260869565,0.13043478260869565,0,0,0,1,36-45
100,24,Female,Single,Sales,Life Sciences,1,Travel_Rarely,12,Manufacturing Director,3,3,3,3,2,4,4,0,3,0,0,0,0,0,2,No,25,7735,1298,59,5707,No,0,0.0,0.0,3.0,0.7522909309968852,0.0,0.0,0,0,1,0,18-25
101,53,Male,Single,Research & Development,Medical,4,Travel_Frequently,14,Laboratory Technician,4,1,2,2,4,1,3,1,32,13,10,7,8,5,2,Yes,18,13114,1359,67,11887,No,0,0.40625,0.03125,2.25,1.0299774601813159,0.5384615384615384,0.6153846153846154,1,0,0,0,46-55
102,26,Male,Divorced,Sales,Life Sciences,3,Travel_Frequently,3,Sales Executive,5,3,3,4,1,3,3,2,3,1,0,0,0,2,0,Yes,13,11713,1218,87,2610,No,0,0.3333333333333333,0.6666666666666666,2.75,0.7891618060251184,0.0,0.0,1,1,1,0,26-35
103,52,Female,Single,Research & Development,Technical Degree,1,Travel_Rarely,12,Healthcare Representative,1,2,3,1,2,3,3,8,29,20,7,1,4,2,1,No,25,6986,1400,64,4163,No,0,0.6896551724137931,0.27586206896551724,2.25,1.234437698448959,0.05,0.2,0,0,0,0,46-55
104,18,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,17,Manager,2,4,1,3,4,2,3,3,0,0,0,0,0,2,1,No,13,7126,1183,41,2681,No,0,0.0,3.0,2.5,0.8820857282482697,0.0,0.0,0,0,1,1,18-25
105,52,Male,Married,Research & Development,Medical,4,Travel_Frequently,1,Research Scientist,2,3,1,3,1,4,4,0,33,27,4,3,17,2,0,Yes,19,8441,1332,47,22436,No,0,0.8181818181818182,0.0,2.25,1.0448618624955999,0.1111111111111111,0.6296296296296297,1,1,0,0,46-55
106,51,Male,Divorced,Sales,Other,4,Travel_Frequently,27,Sales Representative,5,4,1,1,1,3,4,5,28,16,2,7,2,4,0,No,22,14222,256,95,4816,No,0,0.5714285714285714,0.17857142857142858,1.5,0.9582053449405988,0.4375,0.125,1,1,0,1,46-55
107,51,Female,Married,Research & Development,Other,3,Travel_Rarely,15,Sales Executive,1,4,1,3,2,2,3,6,30,19,4,10,11,5,1,No,22,7739,697,34,6607,No,0,0.6333333333333333,0.2,2.0,1.3674940378323066,0.5263157894736842,0.5789473684210527,0,0,0,1,46-55
108,46,Female,Married,Research & Development,Life Sciences,2,Non-Travel,23,Sales Representative,1,4,2,1,4,4,3,4,28,27,18,2,15,2,3,Yes,21,6700,770,94,21901,No,0,0.9642857142857143,0.14285714285714285,2.75,1.1839010277137167,0.07407407407407407,0.5555555555555556,0,0,0,1,46-55
109,38,Male,Divorced,Research & Development,Medical,1,Travel_Rarely,8,Laboratory Technician,1,1,4,3,4,2,3,0,17,6,1,1,3,1,3,No,17,5972,1373,77,12815,No,0,0.35294117647058826,0.0,3.25,1.0552622294785547,0.16666666666666666,0.5,0,0,0,0,36-45
110,48,Male,Single,Sales,Marketing,1,Travel_Frequently,25,Laboratory Technician,4,4,4,3,4,3,4,8,30,25,18,14,10,0,1,No,13,15673,780,66,13212,No,0,0.8333333333333334,0.26666666666666666,3.5,1.2309620812430808,0.56,0.4,1,0,0,1,46-55
111,29,Female,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,11,Research Scientist,3,2,4,1,4,2,3,8,11,8,0,3,2,5,1,No,11,10144,715,52,18414,No,0,0.7272727272727273,0.7272727272727273,2.75,0.9865855467398065,0.375,0.25,0,0,0,0,26-35
112,51,Female,Single,Sales,Medical,4,Travel_Rarely,27,Research Director,5,3,3,1,1,2,4,9,32,9,3,4,7,6,1,No,15,17640,1202,91,17596,No,0,0.28125,0.28125,1.75,1.1884926370940911,0.4444444444444444,0.7777777777777778,0,0,0,1,46-55
113,41,Female,Married,Research & Development,Life Sciences,1,Travel_Rarely,16,Healthcare Representative,2,2,1,2,2,4,3,9,22,20,16,4,14,0,2,No,25,7917,1010,32,12334,No,0,0.9090909090909091,0.4090909090909091,2.25,0.9799989770616827,0.2,0.7,0,0,0,1,36-45
114,37,Male,Divorced,Research & Development,Other,5,Travel_Rarely,19,Sales Representative,2,2,2,4,3,3,4,3,19,16,3,2,13,4,1,No,21,9324,920,80,23874,No,0,0.8421052631578947,0.15789473684210525,3.0,1.1541632514997007,0.125,0.8125,0,0,0,1,36-45
115,39,Male,Married,Research & Development,Medical,3,Travel_Rarely,6,Research Scientist,3,4,4,1,1,2,3,4,16,13,4,5,8,1,2,No,17,10795,1379,44,7695,No,0,0.8125,0.25,2.0,1.049900530072576,0.38461538461538464,0.6153846153846154,0,0,0,0,36-45
116,42,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,29,Sales Executive,1,4,4,4,4,3,3,9,22,6,4,0,4,1,3,No,18,4990,1247,55,7315,No,0,0.2727272727272727,0.4090909090909091,3.75,0.8817412131778278,0.0,0.6666666666666666,0,0,0,1,36-45
117,19,Female,Single,Research & Development,Medical,5,Travel_Rarely,6,Sales Executive,5,3,4,3,3,4,3,4,0,0,0,0,0,5,0,Yes,16,13601,1095,34,14866,No,0,0.0,4.0,3.5,0.9163655531245314,0.0,0.0,0,1,1,0,18-25
118,24,Female,Married,Sales,Life Sciences,1,Travel_Rarely,1,Manufacturing Director,5,1,2,4,4,4,3,8,1,0,0,0,0,1,3,No,24,11178,1439,69,23783,No,0,0.0,8.0,3.5,0.7531162526892149,0.0,0.0,0,0,1,0,18-25
119,28,Male,Married,Research & Development,Human Resources,5,Travel_Rarely,13,Laboratory Technician,1,1,2,4,2,4,3,6,5,1,0,0,0,2,1,No,17,4394,167,40,24421,Yes,1,0.2,1.2,3.0,0.7764270322050852,0.0,0.0,0,0,0,0,26-35
120,22,Male,Married,Research & Development,Life Sciences,2,Travel_Frequently,25,Sales Representative,5,1,3,2,3,4,4,9,0,0,0,0,0,0,0,No,23,11067,876,38,20640,No,0,0.0,9.0,3.0,0.7456376425578405,0.0,0.0,1,1,1,1,18-25
121,36,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,27,Research Director,3,4,1,3,1,3,3,0,17,8,5,3,1,6,0,No,11,10601,143,53,2087,No,0,0.47058823529411764,0.0,2.0,1.031032470523333,0.375,0.125,0,1,0,1,36-45
122,46,Male,Married,Sales,Medical,3,Travel_Rarely,25,Laboratory Technician,2,2,1,3,1,3,4,7,24,4,0,2,1,6,1,No,18,8322,1208,65,20225,No,0,0.16666666666666666,0.2916666666666667,2.0,1.0301315507272102,0.5,0.25,0,0,0,1,46-55
123,46,Female,Single,Sales,Marketing,5,Travel_Rarely,17,Manufacturing Director,5,1,1,1,3,4,3,8,23,17,4,3,7,6,0,No,20,15607,277,97,6097,No,0,0.7391304347826086,0.34782608695652173,2.25,1.0515195344176576,0.17647058823529413,0.4117647058823529,0,1,0,1,46-55
124,38,Male,Single,Sales,Medical,2,Travel_Rarely,27,Manufacturing Director,3,3,3,3,1,2,3,1,20,12,5,5,5,1,0,No,21,10984,884,88,23768,No,0,0.6,0.05,2.25,1.068282299427251,0.4166666666666667,0.4166666666666667,0,1,0,1,36-45
125,54,Female,Married,Human Resources,Life Sciences,5,Travel_Rarely,15,Sales Representative,2,4,1,2,2,2,4,7,31,8,5,0,4,1,1,Yes,11,8256,1195,58,4837,Yes,1,0.25806451612903225,0.22580645161290322,1.75,1.0219617979817168,0.0,0.5,0,0,0,1,46-55
126,42,Female,Single,Research & Development,Life Sciences,2,Non-Travel,14,Manager,5,3,3,1,4,3,3,1,19,12,4,6,6,6,0,No,20,13894,975,71,5146,No,0,0.631578947368421,0.05263157894736842,2.75,0.9361063888767178,0.5,0.5,0,1,0,0,36-45
127,21,Male,Divorced,Sales,Life Sciences,2,Travel_Frequently,6,Manager,4,2,2,4,2,2,4,9,0,0,0,0,0,4,0,No,23,10741,182,84,14884,Yes,1,0.0,9.0,2.5,0.843601334437053,0.0,0.0,1,1,1,0,18-25
128,50,Male,Married,Human Resources,Life Sciences,4,Travel_Frequently,23,Sales Executive,1,1,4,2,2,3,4,9,30,7,5,0,2,1,1,Yes,12,6889,766,57,15512,Yes,1,0.23333333333333334,0.3,2.75,1.217297638793999,0.0,0.2857142857142857,1,0,0,1,46-55
129,42,Female,Single,Sales,Medical,4,Non-Travel,10,Manufacturing Director,4,4,1,4,2,4,3,0,23,13,7,5,4,0,0,No,15,15084,1191,84,10488,No,0,0.5652173913043478,0.0,2.75,1.1847018460709904,0.38461538461538464,0.3076923076923077,0,1,0,0,36-45
130,45,Male,Married,Research & Development,Life Sciences,2,Travel_Frequently,6,Human Resources,4,1,2,1,3,3,3,5,23,13,6,5,8,5,1,Yes,17,12255,1443,77,14088,No,0,0.5652173913043478,0.21739130434782608,2.25,0.9625113447096252,0.38461538461538464,0.6153846153846154,1,0,0,0,36-45
131,42,Male,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,11,Manufacturing Director,2,4,1,3,4,3,3,3,21,9,5,4,5,5,0,No,14,8465,1357,79,19866,No,0,0.42857142857142855,0.14285714285714285,2.75,1.0478326816757793,0.4444444444444444,0.5555555555555556,0,1,0,0,36-45
132,41,Female,Single,Research & Development,Marketing,2,Travel_Rarely,18,Research Scientist,3,1,2,2,3,3,3,8,19,13,8,2,9,0,2,Yes,17,11958,1244,99,18599,No,0,0.6842105263157895,0.42105263157894735,2.5,1.1630116293291213,0.15384615384615385,0.6923076923076923,0,0,0,1,36-45
133,21,Female,Single,Research & Development,Technical Degree,3,Travel_Frequently,8,Research Scientist,5,1,3,4,2,3,3,3,2,1,0,0,0,3,0,No,24,14418,529,56,19806,No,0,0.5,1.5,3.0,0.9714108186860888,0.0,0.0,1,1,1,0,18-25
134,42,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,11,Sales Executive,1,2,1,4,2,2,3,7,23,15,11,7,1,3,2,No,24,5662,1152,34,7949,No,0,0.6521739130434783,0.30434782608695654,2.25,1.0004847192410544,0.4666666666666667,0.06666666666666667,0,0,0,0,36-45
135,52,Male,Single,Human Resources,Medical,1,Travel_Rarely,10,Research Director,4,1,3,4,1,1,3,1,29,13,6,2,11,3,1,No,20,13115,333,68,15983,No,0,0.4482758620689655,0.034482758620689655,2.25,1.0300560004787218,0.15384615384615385,0.8461538461538461,0,0,0,0,46-55
136,31,Male,Married,Sales,Life Sciences,5,Non-Travel,18,Sales Executive,5,1,4,4,1,3,3,2,10,7,5,0,0,2,2,No,24,16100,561,53,5183,No,0,0.7,0.2,3.0,1.0847353433795277,0.0,0.0,0,0,0,1,26-35
137,43,Male,Divorced,Human Resources,Other,1,Travel_Rarely,21,Manager,5,1,1,4,2,3,4,9,20,13,11,6,8,2,1,Yes,23,14658,496,34,8066,No,0,0.65,0.45,2.5,0.9875807865377091,0.46153846153846156,0.6153846153846154,0,0,0,1,36-45
138,19,Male,Single,Research & Development,Life Sciences,3,Travel_Frequently,20,Manufacturing Director,2,3,1,2,2,3,3,3,0,0,0,0,0,2,1,Yes,11,5609,779,41,26336,Yes,1,0.0,3.0,2.0,0.6943051992344295,0.0,0.0,1,0,1,1,18-25
139,32,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,5,Sales Executive,2,4,4,4,4,3,4,7,12,8,3,2,3,6,0,Yes,16,7393,1325,67,3069,No,0,0.6666666666666666,0.5833333333333334,3.75,0.9151360916277657,0.25,0.375,0,1,0,0,26-35
140,36,Female,Single,Sales,Medical,2,Travel_Rarely,11,Research Director,5,1,3,3,4,1,3,9,17,14,7,7,10,6,1,No,23,12969,1308,97,13642,No,0,0.8235294117647058,0.5294117647058824,2.75,0.8737846377819313,0.5,0.7142857142857143,0,0,0,0,36-45
141,60,Male,Married,Sales,Life Sciences,3,Non-Travel,19,Sales Representative,3,3,4,2,1,3,3,9,37,9,4,0,3,0,1,No,17,12376,1349,54,14320,No,0,0.24324324324324326,0.24324324324324326,2.5,1.2036654895950163,0.0,0.3333333333333333,0,0,0,1,56-60
142,27,Female,Married,Research & Development,Life Sciences,1,Travel_Frequently,7,Research Director,3,2,3,1,2,3,3,0,5,3,2,1,0,5,1,Yes,20,10658,1410,68,7800,No,0,0.6,0.0,2.25,1.0365761787414094,0.3333333333333333,0.0,1,0,0,0,26-35
143,29,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,3,Human Resources,3,2,3,3,1,3,3,2,8,6,1,1,4,4,0,No,17,10916,139,42,3258,No,0,0.75,0.25,2.5,1.0616687527811246,0.16666666666666666,0.6666666666666666,0,1,0,0,26-35
144,35,Male,Single,Research & Development,Marketing,4,Travel_Rarely,10,Human Resources,3,2,1,2,1,4,3,7,12,3,1,0,0,1,1,No,11,10056,1496,39,5216,No,0,0.25,0.5833333333333334,2.0,0.9780268393154076,0.0,0.0,0,0,0,0,26-35
145,60,Female,Married,Research & Development,Marketing,5,Travel_Rarely,20,Sales Representative,4,4,3,3,2,3,3,9,40,36,18,15,11,1,1,No,19,16742,1328,85,20266,No,0,0.9,0.225,2.75,1.314921659170016,0.4166666666666667,0.3055555555555556,0,0,0,1,56-60
146,54,Female,Divorced,Research & Development,Marketing,5,Travel_Rarely,20,Healthcare Representative,3,3,2,1,4,2,3,9,34,18,16,8,9,5,1,No,16,13124,1128,73,16839,No,0,0.5294117647058824,0.2647058823529412,2.25,1.2764145027024074,0.4444444444444444,0.5,0,0,0,1,46-55
147,19,Male,Single,Research & Development,Technical Degree,2,Non-Travel,4,Sales Representative,2,3,4,3,1,3,3,7,1,0,0,0,0,2,1,No,22,7369,212,43,15939,No,0,0.0,7.0,2.75,0.9121652724475862,0.0,0.0,0,0,1,0,18-25
148,28,Male,Single,Research & Development,Medical,1,Travel_Rarely,20,Healthcare Representative,3,4,1,3,3,2,3,1,8,7,6,3,4,0,0,No,24,10577,1123,65,5694,No,0,0.875,0.125,2.25,1.0286982775894058,0.42857142857142855,0.5714285714285714,0,1,0,1,26-35
149,53,Male,Single,Sales,Human Resources,2,Travel_Rarely,6,Research Scientist,4,3,1,3,2,2,3,7,33,32,6,15,12,6,1,No,12,16055,1045,71,15611,No,0,0.9696969696969697,0.21212121212121213,2.0,1.2609644748521447,0.46875,0.375,0,0,0,0,46-55
150,20,Male,Married,Sales,Technical Degree,1,Travel_Rarely,22,Manufacturing Director,5,1,3,3,3,3,3,2,0,0,0,0,0,6,0,No,16,11772,231,34,6576,Yes,1,0.0,2.0,3.0,0.7931369231219751,0.0,0.0,0,1,1,1,18-25
151,54,Male,Married,Sales,Technical Degree,3,Travel_Frequently,17,Healthcare Representative,3,1,4,4,4,2,3,8,36,27,8,2,10,2,1,No,16,10355,382,51,9806,No,0,0.75,0.2222222222222222,3.5,1.0071069929505814,0.07407407407407407,0.37037037037037035,1,0,0,1,46-55
152,30,Male,Divorced,Research & Development,Technical Degree,1,Travel_Rarely,4,Sales Executive,4,2,4,4,4,2,3,5,8,3,1,0,2,2,1,No,21,9560,1152,91,25803,No,0,0.375,0.625,3.5,0.7508452432006542,0.0,0.6666666666666666,0,0,0,0,26-35
153,57,Male,Married,Research & Development,Medical,5,Travel_Rarely,11,Research Director,3,1,3,2,4,4,3,1,37,15,1,6,1,2,0,No,16,12729,333,55,13185,No,0,0.40540540540540543,0.02702702702702703,3.25,1.2379975773315257,0.4,0.06666666666666667,0,1,0,0,56-60
154,30,Male,Divorced,Research & Development,Life Sciences,4,Non-Travel,24,Human Resources,4,3,2,4,2,3,4,8,10,8,2,4,6,1,0,No,19,13702,585,80,2729,Yes,1,0.8,0.8,2.75,1.0761591550560003,0.5,0.75,0,1,0,1,26-35
155,36,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,13,Manufacturing Director,2,2,2,4,1,4,3,9,13,6,2,0,2,0,1,No,24,8820,951,72,16857,No,0,0.46153846153846156,0.6923076923076923,2.75,1.091776048715933,0.0,0.3333333333333333,0,0,0,0,36-45
156,46,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,20,Healthcare Representative,3,1,4,1,4,4,3,5,26,22,18,6,8,1,1,No,19,12433,1310,30,6670,No,0,0.8461538461538461,0.19230769230769232,3.25,1.209209197813093,0.2727272727272727,0.36363636363636365,0,0,0,1,46-55
157,23,Male,Married,Research & Development,Medical,4,Travel_Rarely,22,Research Director,1,2,1,2,4,3,3,8,0,0,0,0,0,2,0,No,12,4374,498,97,2125,Yes,1,0.0,8.0,2.5,0.7728929992865369,0.0,0.0,0,1,1,1,18-25
158,41,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,1,Healthcare Representative,2,4,1,3,4,3,3,0,22,8,5,2,3,1,1,Yes,18,8333,115,98,18780,No,0,0.36363636363636365,0.0,2.75,1.0314931761847925,0.25,0.375,0,0,0,0,36-45
159,39,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,28,Sales Representative,4,4,3,3,2,3,3,2,16,5,3,1,2,0,0,No,24,12101,1291,77,17835,No,0,0.3125,0.125,2.75,0.9504161389091126,0.2,0.4,0,1,0,1,36-45
160,51,Male,Divorced,Research & Development,Other,2,Travel_Rarely,10,Healthcare Representative,1,4,2,1,2,3,3,1,28,17,7,0,13,6,1,No,18,6880,1408,41,7422,No,0,0.6071428571428571,0.03571428571428571,2.0,1.2157073239806524,0.0,0.7647058823529411,0,0,0,0,46-55
161,60,Female,Married,Research & Development,Marketing,3,Travel_Rarely,24,Laboratory Technician,2,4,2,2,1,3,4,2,38,10,1,3,7,6,0,Yes,25,8006,1296,89,20525,No,0,0.2631578947368421,0.05263157894736842,2.0,0.991015764854848,0.3,0.7,0,1,0,1,56-60
162,46,Female,Divorced,Research & Development,Medical,4,Travel_Frequently,14,Research Director,4,3,4,2,2,1,3,3,23,10,1,3,5,2,1,Yes,24,14444,777,30,6548,No,0,0.43478260869565216,0.13043478260869565,2.25,1.1344360557311977,0.3,0.5,1,0,0,0,46-55
163,35,Female,Married,Research & Development,Medical,2,Travel_Rarely,17,Research Scientist,5,4,2,3,2,2,3,4,13,12,5,3,8,4,1,Yes,14,15214,1108,66,14545,No,0,0.9230769230769231,0.3076923076923077,2.25,1.0250412120606294,0.25,0.6666666666666666,0,0,0,1,26-35
164,35,Female,Married,Research & Development,Medical,4,Travel_Frequently,11,Laboratory Technician,3,4,4,3,2,3,3,3,14,11,9,5,4,0,2,No,17,8592,279,60,15912,No,0,0.7857142857142857,0.21428571428571427,3.0,0.8356410703458613,0.45454545454545453,0.36363636363636365,1,0,0,0,26-35
165,35,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,25,Sales Representative,3,3,1,1,4,2,4,5,13,10,2,0,7,6,3,Yes,13,10236,992,79,4813,Yes,1,0.7692307692307693,0.38461538461538464,2.0,0.9955332863198599,0.0,0.7,0,0,0,1,26-35
166,53,Female,Single,Research & Development,Marketing,2,Travel_Rarely,4,Sales Representative,3,2,2,1,3,3,3,2,30,9,5,0,2,5,1,Yes,13,11769,941,39,19398,No,0,0.3,0.06666666666666667,2.25,1.1446298599744462,0.0,0.2222222222222222,0,0,0,0,46-55
167,31,Male,Single,Research & Development,Marketing,3,Travel_Rarely,26,Human Resources,4,4,1,2,1,4,3,3,10,4,3,1,0,1,1,No,16,13050,989,92,14592,No,0,0.4,0.3,2.0,1.0249508811473365,0.25,0.0,0,0,0,1,26-35
168,25,Male,Married,Research & Development,Medical,1,Travel_Rarely,7,Sales Representative,3,2,3,1,3,3,3,8,3,2,1,0,1,1,1,No,17,9918,1068,70,12765,No,0,0.6666666666666666,2.6666666666666665,2.5,0.9646052299453274,0.0,0.5,0,0,1,0,18-25
169,32,Male,Single,Research & Development,Medical,3,Travel_Rarely,26,Sales Executive,1,1,4,4,3,3,3,5,14,3,1,0,0,2,2,No,16,4718,1345,48,20436,No,0,0.21428571428571427,0.35714285714285715,3.5,0.8336783654855695,0.0,0.0,0,0,0,1,26-35
170,18,Male,Divorced,Research & Development,Marketing,2,Travel_Rarely,1,Research Director,3,1,4,2,3,2,4,0,0,0,0,0,0,0,1,No,21,9523,1191,52,21532,No,0,0.0,0.0,2.75,0.9261883045744457,0.0,0.0,0,0,1,0,18-25
171,22,Male,Single,Sales,Other,2,Travel_Frequently,1,Manufacturing Director,2,3,1,3,4,4,3,3,0,0,0,0,0,2,0,No,13,5444,151,78,14335,Yes,1,0.0,3.0,3.0,0.673880817370696,0.0,0.0,1,1,1,0,18-25
172,21,Female,Single,Research & Development,Medical,4,Travel_Rarely,3,Sales Executive,4,1,4,1,4,3,3,8,3,0,0,0,0,4,3,Yes,18,10651,1082,43,22380,No,0,0.0,2.6666666666666665,3.0,0.8365327076705197,0.0,0.0,0,0,1,0,18-25
173,51,Female,Married,Research & Development,Medical,2,Travel_Frequently,16,Manager,1,1,1,2,2,3,3,1,32,29,18,14,17,5,0,No,24,6889,1121,51,3317,No,0,0.90625,0.03125,2.0,1.217297638793999,0.4827586206896552,0.5862068965517241,1,1,0,1,46-55
174,49,Male,Single,Research & Development,Medical,4,Travel_Rarely,8,Research Scientist,4,1,3,4,2,4,3,9,30,10,2,5,5,0,3,Yes,21,15235,874,99,17577,No,0,0.3333333333333333,0.3,3.25,1.1965614309792851,0.5,0.5,0,0,0,0,46-55
175,47,Male,Divorced,Sales,Medical,4,Travel_Rarely,18,Manufacturing Director,1,3,3,3,1,2,3,2,28,9,6,2,7,2,0,Yes,14,7528,973,92,8960,No,0,0.32142857142857145,0.07142857142857142,2.25,1.330209990541621,0.2222222222222222,0.7777777777777778,0,1,0,1,46-55
176,37,Male,Married,Research & Development,Other,4,Travel_Rarely,24,Healthcare Representative,5,2,1,2,4,3,4,6,14,4,2,0,1,5,1,No,14,11790,214,53,16445,No,0,0.2857142857142857,0.42857142857142855,2.5,0.7943496707108466,0.0,0.25,0,0,0,1,36-45
177,48,Male,Single,Research & Development,Marketing,2,Travel_Rarely,1,Sales Executive,4,3,1,3,4,2,3,4,28,26,18,5,5,6,3,Yes,24,14677,466,69,17621,No,0,0.9285714285714286,0.14285714285714285,2.5,1.1527359450267785,0.19230769230769232,0.19230769230769232,0,0,0,0,46-55
178,24,Female,Married,Research & Development,Medical,5,Travel_Frequently,16,Research Director,1,3,1,3,3,2,3,6,4,2,1,0,0,3,1,Yes,19,4876,1308,59,22407,Yes,1,0.5,1.5,2.25,0.8615972255421019,0.0,0.0,1,0,0,1,18-25
179,56,Male,Married,Sales,Medical,2,Travel_Frequently,22,Healthcare Representative,5,4,3,1,1,3,3,7,34,27,16,8,12,5,1,No,24,19165,103,44,15947,No,0,0.7941176470588235,0.20588235294117646,2.0,1.2912393078179283,0.2962962962962963,0.4444444444444444,1,0,0,1,56-60
180,39,Female,Married,Research & Development,Medical,2,Travel_Frequently,13,Human Resources,3,1,3,4,3,3,3,1,19,9,1,3,1,1,0,No,23,9389,1476,50,2375,No,0,0.47368421052631576,0.05263157894736842,3.25,0.91315572736002,0.3333333333333333,0.1111111111111111,1,1,0,0,36-45
181,58,Male,Divorced,Research & Development,Life Sciences,5,Travel_Frequently,27,Healthcare Representative,4,2,1,4,4,3,3,3,35,31,10,7,17,6,0,Yes,17,12363,411,37,26454,No,0,0.8857142857142857,0.08571428571428572,3.0,0.9709936968294652,0.22580645161290322,0.5483870967741935,1,1,0,1,56-60
182,24,Male,Married,Research & Development,Medical,2,Travel_Rarely,20,Manager,1,3,3,3,1,3,3,5,2,1,0,0,0,3,0,No,18,4072,1189,89,14765,No,0,0.5,2.5,2.5,0.7195291022164559,0.0,0.0,0,1,1,1,18-25
183,39,Male,Married,Research & Development,Technical Degree,4,Travel_Rarely,2,Research Director,1,2,4,1,3,3,3,2,20,13,7,5,10,4,1,No,16,6657,407,47,5058,No,0,0.65,0.1,2.75,1.1763028569388376,0.38461538461538464,0.7692307692307693,0,0,0,0,36-45
184,47,Female,Married,Sales,Marketing,1,Travel_Frequently,16,Research Scientist,5,1,1,2,3,4,4,3,26,20,16,2,10,1,1,No,20,14487,148,43,5218,No,0,0.7692307692307693,0.11538461538461539,2.5,0.9760596844434296,0.1,0.5,1,0,0,1,46-55
185,39,Female,Married,Research & Development,Life Sciences,4,Non-Travel,12,Human Resources,3,1,3,3,3,1,3,8,19,15,6,1,9,1,0,Yes,20,10320,946,75,2793,No,0,0.7894736842105263,0.42105263157894735,2.5,1.0037029615886044,0.06666666666666667,0.6,0,1,0,0,36-45
186,37,Male,Divorced,Sales,Technical Degree,5,Travel_Frequently,4,Research Scientist,4,2,2,4,3,3,3,2,17,12,6,5,2,3,0,No,21,14766,1157,39,7538,No,0,0.7058823529411765,0.11764705882352941,3.0,1.159726031495906,0.4166666666666667,0.16666666666666666,1,1,0,0,36-45
187,25,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,28,Human Resources,5,2,2,3,4,2,4,1,2,0,0,0,0,3,2,No,23,13090,219,97,8684,No,0,0.0,0.5,2.75,0.8819369965737899,0.0,0.0,0,0,1,1,18-25
188,34,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,7,Manager,3,1,2,1,1,3,3,5,14,12,8,1,4,4,2,No,22,10308,477,92,25724,No,0,0.8571428571428571,0.35714285714285715,1.75,1.002535865121641,0.08333333333333333,0.3333333333333333,0,0,0,0,26-35
