EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag
149,53,Male,Single,Sales,Human Resources,2,Travel_Rarely,6,Research Scientist,4,3,1,3,2,2,3,7,33,32,6,15,12,6,1,No,12,16055,1045,71,15611,No,0
150,20,Male,Married,Sales,Technical Degree,1,Travel_Rarely,22,Manufacturing Director,5,1,3,3,3,3,3,2,0,0,0,0,0,6,0,No,16,11772,231,34,6576,Yes,1
151,54,Male,Married,Sales,Technical Degree,3,Travel_Frequently,17,Healthcare Representative,3,1,4,4,4,2,3,8,36,27,8,2,10,2,1,No,16,10355,382,51,9806,No,0
152,30,Male,Divorced,Research & Development,Technical Degree,1,Travel_Rarely,4,Sales Executive,4,2,4,4,4,2,3,5,8,3,1,0,2,2,1,No,21,9560,1152,91,25803,No,0
153,57,Male,Married,Research & Development,Medical,5,Travel_Rarely,11,Research Director,3,1,3,2,4,4,3,1,37,15,1,6,1,2,0,No,16,12729,333,55,13185,No,0
154,30,Male,Divorced,Research & Development,Life Sciences,4,Non-Travel,24,Human Resources,4,3,2,4,2,3,4,8,10,8,2,4,6,1,0,No,19,13702,585,80,2729,Yes,1
155,36,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,13,Manufacturing Director,2,2,2,4,1,4,3,9,13,6,2,0,2,0,1,No,24,8820,951,72,16857,No,0
156,46,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,20,Healthcare Representative,3,1,4,1,4,4,3,5,26,22,18,6,8,1,1,No,19,12433,1310,30,6670,No,0
157,23,Male,Married,Research & Development,Medical,4,Travel_Rarely,22,Research Director,1,2,1,2,4,3,3,8,0,0,0,0,0,2,0,No,12,4374,498,97,2125,Yes,1
158,41,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,1,Healthcare Representative,2,4,1,3,4,3,3,0,22,8,5,2,3,1,1,Yes,18,8333,115,98,18780,No,0
159,39,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,28,Sales Representative,4,4,3,3,2,3,3,2,16,5,3,1,2,0,0,No,24,12101,1291,77,17835,No,0
160,51,Male,Divorced,Research & Development,Other,2,Travel_Rarely,10,Healthcare Representative,1,4,2,1,2,3,3,1,28,17,7,0,13,6,1,No,18,6880,1408,41,7422,No,0
161,60,Female,Married,Research & Development,Marketing,3,Travel_Rarely,24,Laboratory Technician,2,4,2,2,1,3,4,2,38,10,1,3,7,6,0,Yes,25,8006,1296,89,20525,No,0
162,46,Female,Divorced,Research & Development,Medical,4,Travel_Frequently,14,Research Director,4,3,4,2,2,1,3,3,23,10,1,3,5,2,1,Yes,24,14444,777,30,6548,No,0
163,35,Female,Married,Research & Development,Medical,2,Travel_Rarely,17,Research Scientist,5,4,2,3,2,2,3,4,13,12,5,3,8,4,1,Yes,14,15214,1108,66,14545,No,0
164,35,Female,Married,Research & Development,Medical,4,Travel_Frequently,11,Laboratory Technician,3,4,4,3,2,3,3,3,14,11,9,5,4,0,2,No,17,8592,279,60,15912,No,0
165,35,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,25,Sales Representative,3,3,1,1,4,2,4,5,13,10,2,0,7,6,3,Yes,13,10236,992,79,4813,Yes,1
166,53,Female,Single,Research & Development,Marketing,2,Travel_Rarely,4,Sales Representative,3,2,2,1,3,3,3,2,30,9,5,0,2,5,1,Yes,13,11769,941,39,19398,No,0
167,31,Male,Single,Research & Development,Marketing,3,Travel_Rarely,26,Human Resources,4,4,1,2,1,4,3,3,10,4,3,1,0,1,1,No,16,13050,989,92,14592,No,0
168,25,Male,Married,Research & Development,Medical,1,Travel_Rarely,7,Sales Representative,3,2,3,1,3,3,3,8,3,2,1,0,1,1,1,No,17,9918,1068,70,12765,No,0
169,32,Male,Single,Research & Development,Medical,3,Travel_Rarely,26,Sales Executive,1,1,4,4,3,3,3,5,14,3,1,0,0,2,2,No,16,4718,1345,48,20436,No,0
170,18,Male,Divorced,Research & Development,Marketing,2,Travel_Rarely,1,Research Director,3,1,4,2,3,2,4,0,0,0,0,0,0,0,1,No,21,9523,1191,52,21532,No,0
171,22,Male,Single,Sales,Other,2,Travel_Frequently,1,Manufacturing Director,2,3,1,3,4,4,3,3,0,0,0,0,0,2,0,No,13,5444,151,78,14335,Yes,1
172,21,Female,Single,Research & Development,Medical,4,Travel_Rarely,3,Sales Executive,4,1,4,1,4,3,3,8,3,0,0,0,0,4,3,Yes,18,10651,1082,43,22380,No,0
173,51,Female,Married,Research & Development,Medical,2,Travel_Frequently,16,Manager,1,1,1,2,2,3,3,1,32,29,18,14,17,5,0,No,24,6889,1121,51,3317,No,0
174,49,Male,Single,Research & Development,Medical,4,Travel_Rarely,8,Research Scientist,4,1,3,4,2,4,3,9,30,10,2,5,5,0,3,Yes,21,15235,874,99,17577,No,0
175,47,Male,Divorced,Sales,Medical,4,Travel_Rarely,18,Manufacturing Director,1,3,3,3,1,2,3,2,28,9,6,2,7,2,0,Yes,14,7528,973,92,8960,No,0
176,37,Male,Married,Research & Development,Other,4,Travel_Rarely,24,Healthcare Representative,5,2,1,2,4,3,4,6,14,4,2,0,1,5,1,No,14,11790,214,53,16445,No,0
177,48,Male,Single,Research & Development,Marketing,2,Travel_Rarely,1,Sales Executive,4,3,1,3,4,2,3,4,28,26,18,5,5,6,3,Yes,24,14677,466,69,17621,No,0
178,24,Female,Married,Research & Development,Medical,5,Travel_Frequently,16,Research Director,1,3,1,3,3,2,3,6,4,2,1,0,0,3,1,Yes,19,4876,1308,59,22407,Yes,1
179,56,Male,Married,Sales,Medical,2,Travel_Frequently,22,Healthcare Representative,5,4,3,1,1,3,3,7,34,27,16,8,12,5,1,No,24,19165,103,44,15947,No,0
180,39,Female,Married,Research & Development,Medical,2,Travel_Frequently,13,Human Resources,3,1,3,4,3,3,3,1,19,9,1,3,1,1,0,No,23,9389,1476,50,2375,No,0
181,58,Male,Divorced,Research & Development,Life Sciences,5,Travel_Frequently,27,Healthcare Representative,4,2,1,4,4,3,3,3,35,31,10,7,17,6,0,Yes,17,12363,411,37,26454,No,0
182,24,Male,Married,Research & Development,Medical,2,Travel_Rarely,20,Manager,1,3,3,3,1,3,3,5,2,1,0,0,0,3,0,No,18,4072,1189,89,14765,No,0
183,39,Male,Married,Research & Development,Technical Degree,4,Travel_Rarely,2,Research Director,1,2,4,1,3,3,3,2,20,13,7,5,10,4,1,No,16,6657,407,47,5058,No,0
184,47,Female,Married,Sales,Marketing,1,Travel_Frequently,16,Research Scientist,5,1,1,2,3,4,4,3,26,20,16,2,10,1,1,No,20,14487,148,43,5218,No,0
185,39,Female,Married,Research & Development,Life Sciences,4,Non-Travel,12,Human Resources,3,1,3,3,3,1,3,8,19,15,6,1,9,1,0,Yes,20,10320,946,75,2793,No,0
186,37,Male,Divorced,Sales,Technical Degree,5,Travel_Frequently,4,Research Scientist,4,2,2,4,3,3,3,2,17,12,6,5,2,3,0,No,21,14766,1157,39,7538,No,0
187,25,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,28,Human Resources,5,2,2,3,4,2,4,1,2,0,0,0,0,3,2,No,23,13090,219,97,8684,No,0
188,34,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,7,Manager,3,1,2,1,1,3,3,5,14,12,8,1,4,4,2,No,22,10308,477,92,25724,No,0
189,28,Female,Married,Research & Development,Marketing,5,Travel_Rarely,3,Healthcare Representative,2,2,2,3,3,3,3,0,10,4,1,0,2,5,1,Yes,12,8488,526,59,22322,No,0
190,30,Male,Married,Sales,Marketing,2,Travel_Rarely,7,Research Scientist,5,3,2,1,4,3,3,0,10,9,1,2,5,5,3,No,16,13358,1446,43,2092,No,0
191,47,Male,Divorced,Sales,Technical Degree,2,Non-Travel,24,Manager,1,4,1,2,4,2,3,8,26,13,10,4,4,2,1,Yes,19,5793,534,39,10427,Yes,1
192,45,Female,Single,Sales,Life Sciences,1,Travel_Rarely,18,Healthcare Representative,3,3,2,3,2,3,3,2,27,7,5,2,2,3,0,No,20,10141,188,90,9675,No,0
193,44,Male,Single,Sales,Life Sciences,4,Travel_Rarely,24,Human Resources,5,1,3,3,4,2,3,1,22,9,4,2,7,0,0,No,23,15881,1479,61,13250,No,0
194,33,Male,Married,Research & Development,Medical,4,Travel_Rarely,14,Research Director,2,3,2,2,2,2,3,6,14,9,4,2,2,5,2,Yes,17,6551,229,71,5859,Yes,1
195,59,Male,Married,Sales,Life Sciences,4,Travel_Rarely,4,Healthcare Representative,2,1,3,2,2,3,3,4,40,20,5,2,4,0,0,Yes,23,8700,782,38,8699,No,0
196,21,Male,Married,Research & Development,Medical,4,Travel_Rarely,12,Manufacturing Director,3,1,1,4,4,3,3,4,0,0,0,0,0,0,0,No,16,7727,353,88,16260,No,0
197,32,Female,Single,Sales,Technical Degree,1,Travel_Rarely,6,Manufacturing Director,1,3,1,3,2,3,3,4,14,10,2,5,3,3,3,No,13,5289,453,66,14989,Yes,1
198,23,Female,Married,Sales,Life Sciences,4,Travel_Frequently,17,Manufacturing Director,1,2,4,1,2,3,3,1,1,0,0,0,0,6,1,No,18,4501,1154,34,23106,Yes,1
199,32,Female,Married,Research & Development,Medical,4,Travel_Rarely,8,Sales Executive,2,2,2,3,3,3,3,8,14,8,6,1,4,2,1,No,13,7601,290,35,25129,Yes,1
200,59,Male,Married,Sales,Other,2,Travel_Rarely,29,Sales Executive,5,4,3,3,3,3,3,0,39,32,12,15,17,1,1,Yes,17,18620,1011,98,11772,No,0
201,33,Male,Married,Research & Development,Medical,3,Travel_Rarely,11,Sales Representative,2,1,3,3,4,3,3,4,15,13,9,1,8,1,1,No,14,8939,892,34,22379,No,0
202,57,Male,Married,Human Resources,Medical,5,Travel_Rarely,10,Laboratory Technician,4,1,1,3,3,4,3,2,37,19,9,3,4,5,0,No,11,15619,1118,51,22929,No,0
203,39,Male,Married,Research & Development,Medical,3,Travel_Rarely,29,Manufacturing Director,3,3,4,1,1,2,3,6,16,15,2,8,2,4,1,No,20,10561,324,30,10648,No,0
204,48,Male,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,16,Sales Representative,4,2,2,4,1,3,3,5,27,6,2,0,4,3,0,No,22,10862,595,34,13005,No,0
205,37,Female,Married,Sales,Life Sciences,3,Travel_Rarely,5,Manager,2,4,4,4,4,3,3,3,16,11,2,0,3,6,0,No,12,7555,104,87,17684,No,0
206,29,Female,Married,Research & Development,Marketing,4,Travel_Rarely,14,Manufacturing Director,5,1,2,1,2,2,4,5,11,9,5,2,3,0,3,Yes,19,12912,1331,84,24726,No,0
207,50,Female,Married,Human Resources,Medical,4,Travel_Rarely,8,Sales Representative,2,2,2,1,1,2,3,2,31,16,13,5,7,4,0,Yes,18,9167,1484,53,21358,No,0
208,59,Male,Single,Research & Development,Life Sciences,4,Travel_Rarely,21,Research Scientist,4,1,3,1,1,2,3,1,39,8,5,2,5,2,0,No,13,16992,724,42,23173,No,0
209,29,Male,Single,Sales,Life Sciences,4,Travel_Rarely,17,Healthcare Representative,5,1,1,4,1,3,3,9,8,5,3,0,1,1,0,No,20,12931,841,47,21833,No,0
210,51,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,22,Sales Executive,3,2,3,4,1,3,3,6,32,15,11,6,12,6,2,No,14,10039,287,54,6470,No,0
211,29,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,28,Healthcare Representative,4,3,4,2,4,3,3,6,6,1,0,0,0,6,3,Yes,23,12795,1326,85,7347,No,0
212,48,Male,Married,Sales,Technical Degree,5,Travel_Rarely,22,Sales Executive,1,1,3,3,3,3,3,9,27,8,4,4,7,5,0,No,20,7639,1174,72,24126,No,0
213,51,Male,Single,Research & Development,Medical,4,Travel_Rarely,10,Human Resources,3,4,1,1,3,3,3,9,32,26,17,3,8,1,0,No,12,12759,260,61,13212,No,0
214,37,Male,Married,Sales,Marketing,3,Travel_Rarely,6,Manager,2,3,3,1,1,2,4,5,19,6,2,0,4,5,1,No,18,6889,841,34,6814,No,0
215,49,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,16,Laboratory Technician,5,2,1,1,3,3,3,7,28,16,2,5,6,2,1,No,12,16075,340,38,9460,No,0
216,29,Male,Married,Sales,Life Sciences,3,Non-Travel,14,Manager,5,4,1,1,4,3,3,5,9,8,5,0,6,2,0,No,21,13470,930,44,14259,No,0
217,21,Female,Divorced,Research & Development,Medical,4,Travel_Rarely,10,Manufacturing Director,4,2,2,4,4,2,3,2,0,0,0,0,0,1,0,No,15,11364,1019,45,15892,No,0
218,22,Male,Married,Sales,Marketing,2,Travel_Frequently,24,Healthcare Representative,5,1,2,4,2,2,3,6,1,0,0,0,0,4,1,No,18,14068,639,64,6900,No,0
219,37,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,27,Research Scientist,5,4,1,1,3,3,3,9,16,9,7,2,6,6,0,No,21,16349,718,91,8292,No,0
220,56,Male,Married,Sales,Medical,5,Travel_Rarely,12,Healthcare Representative,4,1,1,3,2,4,3,8,33,11,1,1,6,1,1,No,23,12553,1095,59,11661,No,0
221,23,Male,Married,Human Resources,Medical,3,Travel_Rarely,20,Sales Executive,3,4,4,1,4,3,3,5,2,1,0,0,0,3,0,Yes,18,10233,318,53,7343,Yes,1
222,37,Male,Divorced,Sales,Life Sciences,4,Travel_Frequently,29,Research Scientist,2,4,2,3,4,1,3,9,15,4,3,0,1,4,2,No,12,6785,149,69,26640,No,0
223,48,Male,Married,Research & Development,Medical,1,Non-Travel,1,Manager,5,4,1,4,1,2,3,1,28,7,2,1,6,4,1,No,14,13512,683,35,2506,No,0
224,26,Female,Married,Sales,Life Sciences,1,Travel_Rarely,11,Healthcare Representative,1,2,2,4,2,1,3,0,3,0,0,0,0,1,1,No,20,4690,787,81,21128,Yes,1
225,49,Male,Married,Sales,Medical,5,Travel_Frequently,22,Laboratory Technician,1,3,3,4,1,3,3,4,29,19,14,9,4,0,1,No,11,6532,500,33,9325,No,0
226,31,Female,Single,Sales,Life Sciences,1,Travel_Rarely,15,Sales Executive,5,4,3,1,3,3,3,2,9,3,2,1,0,5,0,Yes,16,13923,698,55,15851,No,0
227,52,Male,Single,Sales,Medical,4,Travel_Rarely,23,Manufacturing Director,1,1,2,1,2,3,3,9,29,9,7,0,1,4,0,Yes,15,6167,243,97,9695,Yes,1
228,42,Male,Single,Sales,Life Sciences,5,Travel_Rarely,14,Human Resources,1,2,1,1,3,3,4,1,22,19,11,0,4,4,1,Yes,15,4933,1145,58,25386,Yes,1
229,41,Male,Married,Research & Development,Medical,3,Travel_Rarely,2,Sales Representative,3,2,4,1,4,1,3,5,23,6,2,0,1,3,1,Yes,25,9432,1173,83,26317,No,0
230,25,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,13,Sales Executive,3,3,3,3,4,3,4,7,6,4,2,0,3,2,2,Yes,25,9976,472,49,10992,Yes,1
231,37,Female,Married,Sales,Human Resources,3,Travel_Rarely,12,Human Resources,1,3,4,3,1,3,3,1,18,9,3,2,1,1,0,Yes,24,4999,1012,90,2714,No,0
232,54,Female,Single,Research & Development,Medical,5,Travel_Rarely,25,Manufacturing Director,2,4,2,4,1,3,3,0,36,23,8,5,17,4,1,Yes,23,11398,427,54,6330,No,0
233,18,Female,Single,Research & Development,Technical Degree,2,Travel_Rarely,5,Manager,2,2,1,1,4,4,3,5,0,0,0,0,0,5,0,No,24,6870,653,46,19905,No,0
234,50,Male,Married,Sales,Life Sciences,3,Travel_Rarely,5,Sales Executive,2,1,2,2,1,2,3,9,31,6,2,2,1,2,0,No,13,10336,547,33,22723,Yes,1
235,39,Male,Divorced,Research & Development,Medical,2,Travel_Frequently,5,Laboratory Technician,1,1,2,3,2,3,3,0,21,17,12,0,7,0,0,No,16,6704,1459,51,3004,No,0
236,48,Female,Married,Sales,Life Sciences,4,Travel_Rarely,17,Research Director,4,4,3,3,4,3,3,0,30,17,14,1,8,1,2,No,11,14788,772,71,2304,No,0
237,46,Male,Married,Sales,Medical,1,Travel_Rarely,29,Laboratory Technician,3,2,3,2,2,2,3,9,27,6,5,0,1,4,1,No,22,10914,986,34,14282,No,0
238,36,Male,Divorced,Research & Development,Marketing,5,Travel_Rarely,18,Research Scientist,5,3,1,1,1,3,3,6,16,7,1,0,4,1,1,Yes,24,16962,393,42,22114,No,0
239,31,Male,Single,Human Resources,Technical Degree,1,Non-Travel,24,Sales Executive,1,3,3,2,4,3,3,7,8,4,2,1,2,5,1,No,11,4511,1398,54,21170,No,0
240,44,Female,Married,Human Resources,Medical,2,Travel_Rarely,25,Human Resources,4,4,2,1,3,2,3,2,22,6,3,0,1,1,0,No,13,10908,1057,80,2546,No,0
241,24,Female,Divorced,Human Resources,Marketing,3,Travel_Rarely,18,Research Director,5,1,3,3,2,3,3,3,2,1,0,0,0,3,0,No,13,13803,248,72,26709,No,0
242,43,Female,Married,Research & Development,Life Sciences,1,Travel_Rarely,18,Sales Executive,3,1,2,4,3,3,4,4,21,13,7,0,4,1,0,Yes,24,8913,564,32,9109,No,0
243,22,Female,Single,Sales,Life Sciences,3,Travel_Frequently,8,Human Resources,4,3,3,1,3,4,3,2,0,0,0,0,0,3,0,No,22,11455,808,32,7728,No,0
244,45,Male,Divorced,Research & Development,Technical Degree,5,Travel_Frequently,28,Research Director,3,2,3,1,3,4,3,4,26,22,18,0,17,4,1,Yes,15,13039,690,34,10887,No,0
245,45,Female,Divorced,Sales,Life Sciences,5,Travel_Rarely,23,Manufacturing Director,3,4,2,3,4,2,3,9,27,14,4,8,2,5,0,No,11,11794,1221,53,20907,No,0
246,21,Male,Married,Sales,Life Sciences,1,Travel_Rarely,26,Manager,5,1,1,1,4,3,3,7,0,0,0,0,0,5,1,No,17,11677,880,50,9963,No,0
247,50,Female,Married,Sales,Other,3,Travel_Rarely,29,Laboratory Technician,3,2,3,4,2,4,4,8,32,18,14,3,5,3,2,Yes,19,9938,880,38,18174,No,0
248,35,Male,Single,Research & Development,Other,3,Travel_Rarely,11,Laboratory Technician,3,4,4,4,4,2,3,4,16,9,6,2,3,3,2,No,11,9468,627,61,8085,No,0
249,51,Female,Divorced,Research & Development,Marketing,1,Travel_Rarely,5,Sales Representative,5,4,2,2,4,3,3,7,29,21,5,6,9,2,0,Yes,18,13724,1281,71,4946,No,0
250,19,Male,Married,Sales,Medical,4,Travel_Frequently,25,Research Scientist,3,1,4,2,1,4,3,4,0,0,0,0,0,6,1,No,19,8730,1081,79,4704,Yes,1
251,25,Male,Single,Research & Development,Technical Degree,3,Travel_Frequently,14,Manufacturing Director,1,4,1,2,2,2,3,6,3,0,0,0,0,5,0,No,25,4618,1088,100,12978,Yes,1
252,39,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,28,Manufacturing Director,4,1,4,2,3,4,3,7,18,17,2,3,9,6,0,No,13,13270,1018,79,2079,No,0
253,26,Male,Divorced,Research & Development,Medical,2,Travel_Frequently,21,Research Scientist,4,1,4,4,4,3,3,8,5,4,0,0,0,5,1,No,13,11791,1030,99,15977,No,0
254,32,Male,Divorced,Sales,Medical,2,Travel_Frequently,8,Research Director,2,4,2,4,3,4,3,9,13,5,4,0,2,0,1,No,17,7241,1159,99,21367,No,0
255,46,Female,Single,Research & Development,Human Resources,4,Travel_Rarely,11,Sales Representative,4,1,1,1,3,3,3,1,27,17,12,6,14,1,1,Yes,15,11700,427,90,16077,No,0
256,24,Male,Single,Sales,Human Resources,4,Travel_Frequently,18,Research Director,1,2,3,1,2,3,4,7,5,4,2,1,2,3,2,No,24,4586,832,54,13422,Yes,1
257,47,Female,Divorced,Research & Development,Marketing,1,Travel_Rarely,12,Healthcare Representative,2,1,4,3,1,3,3,7,25,23,5,9,15,2,0,No,22,8294,283,33,6256,No,0
258,22,Male,Divorced,Sales,Life Sciences,2,Non-Travel,9,Research Scientist,5,3,1,3,4,2,3,7,0,0,0,0,0,6,2,No,14,12152,614,34,6048,No,0
259,25,Female,Married,Sales,Medical,3,Travel_Rarely,7,Laboratory Technician,4,1,3,3,3,3,3,0,7,1,0,0,0,3,0,No,16,12172,507,91,4905,No,0
260,43,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,19,Manufacturing Director,4,2,4,2,2,4,3,4,22,16,5,8,12,1,3,No,20,12297,381,91,4054,No,0
261,52,Female,Married,Sales,Human Resources,2,Travel_Rarely,2,Human Resources,4,2,1,2,4,4,3,9,32,8,2,2,6,4,1,No,24,12090,866,51,16074,No,0
262,25,Male,Married,Sales,Life Sciences,2,Travel_Frequently,3,Laboratory Technician,1,3,3,1,1,4,3,9,4,2,0,0,1,2,0,No,14,4236,711,81,8960,Yes,1
263,30,Male,Single,Research & Development,Life Sciences,5,Travel_Rarely,2,Sales Representative,5,2,1,2,2,3,3,2,11,7,4,2,3,0,0,No,15,13026,735,62,18551,No,0
264,57,Female,Single,Sales,Marketing,4,Travel_Rarely,22,Research Scientist,2,1,1,3,4,3,3,4,39,27,9,3,4,6,0,Yes,20,10759,1322,34,10859,No,0
265,60,Male,Single,Research & Development,Medical,5,Travel_Rarely,1,Human Resources,4,2,2,2,2,3,3,8,40,14,11,1,2,6,1,No,23,12076,606,76,10052,No,0
266,42,Male,Divorced,Research & Development,Technical Degree,4,Non-Travel,13,Manager,5,2,2,2,4,3,3,9,23,13,4,3,1,5,0,No,15,17354,269,35,13535,No,0
267,37,Female,Single,Sales,Life Sciences,5,Travel_Rarely,4,Manufacturing Director,2,2,1,2,4,3,3,3,19,13,2,0,5,2,2,Yes,18,7872,1207,39,11073,No,0
268,32,Female,Single,Research & Development,Technical Degree,1,Travel_Rarely,18,Manufacturing Director,4,3,4,4,1,1,3,8,12,5,4,0,0,5,0,Yes,21,9745,401,63,4526,No,0
269,44,Male,Married,Sales,Life Sciences,2,Travel_Frequently,1,Manufacturing Director,1,2,1,3,2,2,3,8,22,7,6,3,3,2,3,No,17,5130,1462,34,2638,No,0
270,43,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,1,Laboratory Technician,4,2,4,4,4,3,4,1,20,7,4,1,4,6,0,Yes,22,14860,1031,54,26498,No,0
271,30,Female,Single,Sales,Medical,1,Non-Travel,12,Manager,3,4,1,1,2,3,3,0,9,7,5,0,4,6,1,No,18,9487,457,83,4688,No,0
272,18,Female,Married,Sales,Life Sciences,4,Non-Travel,21,Research Director,1,2,3,4,1,3,3,0,0,0,0,0,0,1,2,Yes,24,4282,904,72,8718,No,0
273,24,Female,Married,Research & Development,Marketing,4,Non-Travel,4,Laboratory Technician,4,2,3,1,1,2,4,1,4,2,0,1,0,2,0,No,20,12825,1405,33,12142,Yes,1
274,59,Male,Married,Research & Development,Life Sciences,1,Travel_Frequently,15,Sales Representative,5,1,2,2,1,3,3,7,40,24,6,13,12,4,0,Yes,24,15747,1382,45,13032,No,0
275,35,Female,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,24,Manager,1,3,2,2,1,4,4,3,16,13,6,5,11,1,1,No,23,5493,655,100,20740,No,0
276,38,Male,Single,Research & Development,Technical Degree,1,Travel_Rarely,19,Sales Representative,5,3,4,1,2,3,4,6,15,9,6,0,4,5,1,Yes,14,15375,140,98,19725,No,0
277,38,Female,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,22,Sales Representative,5,3,1,4,2,4,3,0,17,4,3,0,3,4,2,Yes,24,16648,211,95,17158,No,0
278,51,Male,Divorced,Research & Development,Marketing,3,Travel_Frequently,10,Sales Executive,3,1,4,4,4,4,4,6,31,11,1,2,4,1,0,Yes,12,11086,1329,66,9754,No,0
279,20,Female,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,28,Sales Executive,5,2,3,3,3,2,3,7,0,0,0,0,0,5,2,No,15,15383,1025,60,25823,No,0
280,21,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,5,Human Resources,2,2,4,2,1,2,3,9,2,1,0,0,0,0,2,No,11,6644,1115,83,4062,No,0
281,29,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,18,Research Scientist,4,4,2,4,1,2,4,3,9,6,3,2,3,2,1,Yes,12,13326,1110,97,9760,Yes,1
282,38,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,13,Manager,4,2,2,3,1,2,3,5,17,13,4,2,10,1,0,No,21,10449,1185,38,11413,Yes,1
283,46,Male,Married,Research & Development,Medical,3,Travel_Rarely,1,Sales Representative,3,2,3,2,2,3,3,4,23,17,6,8,7,0,0,No,12,10529,812,93,10743,No,0
284,39,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,28,Healthcare Representative,5,2,3,4,3,2,3,3,19,16,5,4,11,5,3,Yes,13,13096,630,73,15821,No,0
285,36,Male,Divorced,Sales,Technical Degree,5,Travel_Rarely,21,Sales Executive,5,4,4,1,1,4,3,6,17,16,7,4,12,1,1,Yes,17,17042,429,40,3279,No,0
286,58,Female,Married,Research & Development,Medical,5,Travel_Frequently,7,Sales Executive,4,3,4,2,2,3,4,5,35,25,11,7,17,4,1,No,23,12696,530,91,23043,No,0
287,24,Male,Divorced,Research & Development,Medical,1,Travel_Rarely,2,Sales Representative,3,4,1,1,2,3,3,8,5,2,1,0,0,0,2,No,23,9705,1150,32,6003,Yes,1
288,42,Male,Married,Research & Development,Other,3,Travel_Frequently,20,Human Resources,5,2,1,1,1,4,3,0,24,6,2,3,0,6,0,No,25,12829,120,31,11198,No,0
289,41,Male,Single,Research & Development,Medical,1,Travel_Rarely,16,Manufacturing Director,3,4,4,1,1,4,3,2,20,13,6,3,10,6,1,No,11,9210,303,56,16525,No,0
290,38,Male,Married,Research & Development,Human Resources,3,Travel_Rarely,2,Healthcare Representative,4,4,2,3,1,3,3,5,16,13,1,7,8,2,1,Yes,13,11481,1202,68,24238,Yes,1
291,52,Male,Married,Research & Development,Technical Degree,4,Travel_Rarely,29,Human Resources,1,3,3,4,1,3,4,5,33,21,3,4,17,3,2,No,16,7755,1007,60,15941,No,0
292,29,Female,Married,Research & Development,Other,3,Travel_Rarely,21,Research Director,2,3,1,3,4,4,3,9,10,4,1,0,1,4,1,No,15,6463,326,47,15651,Yes,1
293,59,Female,Married,Sales,Human Resources,2,Travel_Rarely,14,Healthcare Representative,5,4,1,2,4,3,3,6,40,31,18,5,17,4,1,Yes,12,18945,150,76,8172,No,0
294,32,Female,Single,Research & Development,Other,2,Travel_Rarely,7,Manager,3,4,2,2,3,4,3,0,10,5,3,0,3,0,0,No,18,10488,416,63,19937,No,0
295,41,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,8,Human Resources,3,2,3,1,4,2,3,4,18,7,1,3,5,6,2,No,18,12119,265,38,16004,No,0
296,40,Male,Married,Sales,Technical Degree,2,Travel_Rarely,14,Research Director,5,3,4,3,4,3,3,8,17,14,6,0,9,6,1,No,17,15725,487,87,2754,No,0
297,54,Male,Divorced,Sales,Technical Degree,2,Travel_Rarely,2,Manufacturing Director,2,2,4,1,4,3,3,8,35,23,13,4,4,3,0,No,11,10000,1266,51,12489,No,0
298,36,Female,Single,Sales,Marketing,4,Travel_Frequently,11,Sales Representative,2,1,1,4,1,1,3,8,13,5,2,0,3,3,3,Yes,17,7710,1317,78,24393,Yes,1
299,30,Female,Single,Research & Development,Life Sciences,1,Travel_Rarely,7,Laboratory Technician,1,2,1,2,4,2,4,4,11,5,3,2,2,1,0,No,17,4192,501,54,23450,No,0
